EAG;pol;GAF.x;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar.x;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;date;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake;HoortBijGeoobject.identificatie;KRWwatertype.code.y;Abundantie fytoplankton _Maatlatten2012 Fytoplankton;Abundantie groeivormen macrofyten _Maatlatten2012 Ov. waterflora;Abundantie groeivormen macrofyten _Maatlatten2018 Ov. waterflora;Afwijking Sander lucioperca_Maatlatten2012 Vis;Bedekking Emerse planten_Maatlatten2012 Ov. waterflora;Bedekking Emerse planten_Maatlatten2018 Ov. waterflora;Bedekking Flab (Floating Algae Beds)_Maatlatten2012 Ov. waterflora;Bedekking Flab (Floating Algae Beds)_Maatlatten2018 Ov. waterflora;Bedekking Grote drijfbladplanten_Maatlatten2012 Ov. waterflora;Bedekking Grote drijfbladplanten_Maatlatten2018 Ov. waterflora;Bedekking Kroos_Maatlatten2012 Ov. waterflora;Bedekking Kroos_Maatlatten2018 Ov. waterflora;Bedekking Kruidlaag_Maatlatten2012 Ov. waterflora;Bedekking Kruidlaag_Maatlatten2018 Ov. waterflora;Bedekking som drijfblad- en emerse planten_Maatlatten2012 Ov. waterflora;Bedekking som flab en kroos_Maatlatten2012 Ov. waterflora;Bedekking som submerse planten en draadalgen_Maatlatten2012 Ov. waterflora;Bedekking som submerse planten en draadalgen_Maatlatten2018 Ov. waterflora;Fytoplankton-kwaliteit _Maatlatten2012 Fytoplankton;Macrofauna-kwaliteit _Maatlatten2012 Macrofauna;Massafractie Abramis brama_Maatlatten2012 Vis;Massafractie Visgilde - plantminnende soort (Pm)_Maatlatten2012 Vis;Massafractie Visgilde - plantminnende soort (Pm)_Maatlatten2018 Vis;Massafractie Visgilde - zuurstoftolerante soort (O2)_Maatlatten2012 Vis;Massafractie Visgilde - zuurstoftolerante soort (O2)_Maatlatten2018 Vis;Massafractie Visgroep - baars en blankvoorn (BB)_Maatlatten2012 Vis;Massafractie Visgroep - baars en blankvoorn (BB)_Maatlatten2018 Vis;Massafractie Visgroep - brasem en karper (BK)_Maatlatten2012 Vis;Massafractie Visgroep - brasem en karper (BK)_Maatlatten2018 Vis;Overige waterflora-kwaliteit _Maatlatten2012 Ov. waterflora;Overige waterflora-kwaliteit _Maatlatten2018 Ov. waterflora;Soortensamenstelling fytoplankton _Maatlatten2012 Fytoplankton;Soortensamenstelling macrofyten _Maatlatten2012 Ov. waterflora;Soortensamenstelling macrofyten _Maatlatten2018 Ov. waterflora;Soortensamenstelling macrofyten Helofyten_Maatlatten2018 Ov. waterflora;Soortensamenstelling macrofyten Hydrofyten_Maatlatten2018 Ov. waterflora;Vis-kwaliteit _Maatlatten2012 Vis;Vis-kwaliteit _Maatlatten2018 Vis;Waterdiepte _Maatlatten2012 Ov. waterflora;Waterdiepte _Maatlatten2018 Ov. waterflora;GAF.y;jaar.y;locatie.x;locatie.y;Ca_mg/kg_dg_BS;DICHTHD_kg/l_BS;Fe_mg/kg_dg_BS;Fe_mg/l_ng_BS;Fe_ug/l_nf_PW;GR_%_dg_BS;GRONDST_SOORT_BS;IR_%_BS;MONSDTE_m_BS;MONSDTE_m_PW;MONSDTE_m_E_BS;MONSDTE_m_E_PW;MONSLTE_m_BS;MONSLTE_m_PW;NH4_mgN/l_nf_PW;PO4_mgP/l_nf_PW;Ptot_gP/kg_dg_BS;Ptot_mgP/l_nf_PW;Ptot_mgP/l_ng_BS;Ptot_mgPOlsen/kg_dg_BS;Ptot_mgPOlsen/l_ng_BS;S_mg/l_OPGLT_PW;SLIBDTE_m_BS;SO4_mg/l_PW;Stot_mg/kg_dg_BS;Stot_mg/l_PW;Stot_mg/l_nf_PW;Stot_mg/l_ng_BS;T_oC_BS;WATDTE_m_BS;X_CODNT_m_BS;X_CODNT_m_PW;Y_CODNT_m_BS;Y_CODNT_m_PW;nlvrFW;nlvrDW;nlvrPW;locatie.KRW.watertype;jaar;bedsubmers;draadwieren;FLAB;bedemers;taludhoek;doorzicht;waterdiepte;dieptedoorzicht;CA_mg/l;CA-1_nf_mg/l;CHLFA_ug/l;CL_mg/l;DIEPTE0_m;DIEPTE1_m;DIEPTE2_m;DIEPTE3_m;DIEPTE4_m;DOC_nf_C_mg/l;EXT380_L380nm_/m;EXT440_L440nm_/m;FEO_ug/l;FLUOBIOV_mm3/l;FLUOBLAU_blauwalg_ug/l;FLUOCRYP_cryptofy_ug/l;FLUODIAT_diatomee_ug/l;FLUOGROE_groenalg_ug/l;FLUOHUM_L450-610nm_DIMSLS;FLUOTOT_ug/l;GELDHD_mS/m;GRZS_dg_%;HCO3_HCO3_mg/l;HCO3-1_nf_HCO3_mg/l;KJN_N_mg/l;LICHTINT0_L400-700nm_umol/m2.s;LICHTINT1_L400-700nm_umol/m2.s;LICHTINT2_L400-700nm_umol/m2.s;LICHTINT3_L400-700nm_umol/m2.s;LICHTINT4_L400-700nm_umol/m2.s;MG-1_nf_mg/l;N_nf_N_mg/l;NH3_nf_N_mg/l;NH4_nf_N_mg/l;NO2_nf_N_mg/l;NO3_nf_N_mg/l;NO3NO2_nf_N_mg/l;O2_mg/l;P_P_mg/l;PH_DIMSLS;PO4_nf_P_mg/l;R2_VEC_DIMSLS;REFINT0_L400-700nm_umol/m2.s;REFINT1_L400-700nm_umol/m2.s;REFINT2_L400-700nm_umol/m2.s;REFINT3_L400-700nm_umol/m2.s;REFINT4_L400-700nm_umol/m2.s;S_mg/l;SO4_mg/l;T_oC;TOC_mg/l;VEC_L400-700nm_/m;VOGEL_n;VUIL_DIMSLS;WATDTE_m;ZICHT_m;ZS_mg/l;ZVP_%;ZWEM_n
3100-EAG-3;3100-GAF-NAP7a_test_malen_2017_20190404.xlsx;3100;NL11_4_1;M14;ZAND;evt opgedrukte inlaat (defo);in2;in3;in4;inlaat peilbeheer;evt opgedrukte molen;lek aalscholverkolonie?????;uit3;uit4;645.345;0;0;0;221.6894;-1.97;0.97;0.0357496266427718;0.104459533721175;2014;6.5;;-1.02539197179485;2094095.87007983;6.66818515751038;-539.752921713303;-815.791246291565;0;5996.14345719317;1152.78488;0;0;0;4389.41026959974;1127.68045952831;0;0;0;0;2116.64060025261;2971.9482089255;3458.35464;907.395413870022;6089.41723577344;0;0;0;815.791246291565;0.0540949946834912;0.104;0;0;0;0.494995506054839;0.127168964723652;0;0;0;0;0.0477388770110931;0;0;0;0;0;0.395996404843871;0.101735171778922;0;0;0;0;0.0381911016088745;;;;;0;0.0494995506054839;0.827998342473075;0.535922678231667;2014-06-16 14:11:40;1.36392102070474;(0.5,0.7];0.9;2.67;0.310111738753961;0.35;;1.63;lake;0.507974443235016;NL11_Naardermeer;M14;0.764;0.63640350877193;0.63640350877193;;0.598245614035088;0.598245614035088;;;0.452070175438597;0.452070175438597;;;0.692;0.692;;;0.691982456140351;0.691982456140351;0.632;0.5725;;;;;;;;;;0.627894736842105;0.627894736842105;0.5;0.619;0.619;;;;;;;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M14;2017;30.3333333333333;0;0;4.33333333333333;;0.883333333333333;0.9;1;;60.8117647058824;22.6328125;118.473684210526;0;0.20952380952381;0.419047619047619;0.628571428571429;0.838095238095238;;-5.86341463414634;-12.050406504065;7.2109375;1.52941176470588;5.10441176470588;0.808823529411765;4.39705882352941;20.7705882352941;3.24705882352941;30.825;46;45.7142857142857;;180.541176470588;-12.9548872180451;312.797619047619;191.490476190476;123.778571428571;82.1071428571429;57.0166666666667;;-12.8368421052632;0.00190526315789474;-14.9007894736842;-15.0164661654135;-14.8972556390977;-14.8922932330827;9.00589473684211;-14.9289473684211;-7.7390977443609;-16.3690737704918;0.979444444444444;452.166666666667;443.052380952381;440.061904761905;437.214285714286;429.238095238095;;49.5529411764706;-2.3796992481203;;2.06988095238095;;;1.23076923076923;0.990526315789474;8.17894736842105;54.6847058823529;
3100-EAG-4;3100-GAF-NAP7a_test_malen_2017_20190404.xlsx;3100;NL11_4_1;M14;ZAND;evt opgedrukte inlaat (defo);in2;in3;in4;inlaat peilbeheer;evt opgedrukte molen;lek aalscholverkolonie?????;uit3;uit4;645.345;0;0;0;221.6894;-1.97;0.97;0.0357496266427718;0.104459533721175;2014;6.5;;-1.02539197179485;2094095.87007983;6.66818515751038;-539.752921713303;-815.791246291565;0;5996.14345719317;1152.78488;0;0;0;4389.41026959974;1127.68045952831;0;0;0;0;2116.64060025261;2971.9482089255;3458.35464;907.395413870022;6089.41723577344;0;0;0;815.791246291565;0.0540949946834912;0.104;0;0;0;0.494995506054839;0.127168964723652;0;0;0;0;0.0477388770110931;0;0;0;0;0;0.395996404843871;0.101735171778922;0;0;0;0;0.0381911016088745;;;;;0;0.0494995506054839;0.827998342473075;0.535922678231667;2014-06-16 14:11:40;1.36392102070474;(0.5,0.7];0.9;2.67;0.310111738753961;0.35;;1.63;lake;0.507974443235016;NL11_Naardermeer;M14;0.84;0.762430303030303;0.762430303030303;;0.819272727272727;0.819272727272727;;;0.723212121212121;0.723212121212121;;;0.692;0.692;;;0.780136363636364;0.780136363636364;0.62;0.5735;;;;;;;;;;0.704512121212121;0.704512121212121;0.4;0.646239393939394;0.646239393939394;;;;;;;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M14;2017;40;0;0;3.33333333333333;;1;1;1;;48.53125;9.17857142857143;84.7857142857143;0;0.235714285714286;0.447619047619048;0.671428571428571;0.895238095238095;;4.821875;1.603125;6.30952380952381;0.411764705882353;1.38235294117647;2.32352941176471;2.74117647058824;9.47058823529412;4.75;21.975;53.2857142857143;60.1428571428571;;135.3125;1.42142857142857;362.421428571429;231.978095238095;166.651428571429;120.355238095238;81.8938095238095;;1.57142857142857;0.00104761904761905;0.0405952380952381;0.0069047619047619;0.156309523809524;0.163690476190476;9.18880952380952;0.0495238095238095;8.00428571428571;0.00795238095238095;0.9745;503.286666666667;489.234761904762;494.166428571429;493.865476190476;515.045952380952;;35.3125;12.5809523809524;;1.8637380952381;;;1.25;1.08333333333333;4.38095238095238;83.9487804878049;
3100-EAG-5;3100-GAF-NAP7a_test_malen_2017_20190404.xlsx;3100;NL11_4_1;M14;ZAND;evt opgedrukte inlaat (defo);in2;in3;in4;inlaat peilbeheer;evt opgedrukte molen;lek aalscholverkolonie?????;uit3;uit4;645.345;0;0;0;221.6894;-1.97;0.97;0.0357496266427718;0.104459533721175;2014;6.5;;-1.02539197179485;2094095.87007983;6.66818515751038;-539.752921713303;-815.791246291565;0;5996.14345719317;1152.78488;0;0;0;4389.41026959974;1127.68045952831;0;0;0;0;2116.64060025261;2971.9482089255;3458.35464;907.395413870022;6089.41723577344;0;0;0;815.791246291565;0.0540949946834912;0.104;0;0;0;0.494995506054839;0.127168964723652;0;0;0;0;0.0477388770110931;0;0;0;0;0;0.395996404843871;0.101735171778922;0;0;0;0;0.0381911016088745;;;;;0;0.0494995506054839;0.827998342473075;0.535922678231667;2014-06-16 14:11:40;1.36392102070474;(0.5,0.7];0.9;2.67;0.310111738753961;0.35;;1.63;lake;0.507974443235016;NL11_Naardermeer;M14;0.385;0.421641025641026;0.421641025641026;;0.567692307692308;0.567692307692308;;;0.443435897435897;0.443435897435897;;;0.692;0.692;;;0.275461538461538;0.275461538461538;0.393;0.418;;;;;;;;;;0.288410256410256;0.288410256410256;0.4;0.15474358974359;0.15474358974359;;;;;;;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M14;2017;0.0666666666666667;0;0;1;;0.25;0.783333333333333;0.310085978835979;;52.65625;76.3148148148148;86.0238095238095;0;0.166666666666667;0.333333333333333;0.5;0.666666666666667;;5.053125;1.64375;17.5462962962963;15.0152173913043;50.6260869565217;2.00652173913043;19.2260869565217;26.4717391304348;5.24673913043478;140.057142857143;54.9523809523809;51;;151.65625;2.1952380952381;359.231428571429;185.66880952381;111.593571428571;71.5619047619048;46.4321428571429;;2.32380952380952;0.00604761904761905;0.100952380952381;0.00702380952380952;0.124761904761905;0.13297619047619;9.46380952380952;0.121190476190476;8.27857142857143;0.0156547619047619;0.956333333333333;516.372619047619;513.625714285714;505.519047619048;483.321904761905;490.995714285714;;27.59375;12.6142857142857;;3.86707142857143;;;0.975;0.658333333333333;16.2380952380952;84.5789473684211;
3100-EAG-9;3100-GAF-NAP7a_test_malen_2017_20190404.xlsx;3100;NL11_4_1;M14;ZAND;evt opgedrukte inlaat (defo);in2;in3;in4;inlaat peilbeheer;evt opgedrukte molen;lek aalscholverkolonie?????;uit3;uit4;645.345;0;0;0;221.6894;-1.97;0.97;0.0357496266427718;0.104459533721175;2014;6.5;;-1.02539197179485;2094095.87007983;6.66818515751038;-539.752921713303;-815.791246291565;0;5996.14345719317;1152.78488;0;0;0;4389.41026959974;1127.68045952831;0;0;0;0;2116.64060025261;2971.9482089255;3458.35464;907.395413870022;6089.41723577344;0;0;0;815.791246291565;0.0540949946834912;0.104;0;0;0;0.494995506054839;0.127168964723652;0;0;0;0;0.0477388770110931;0;0;0;0;0;0.395996404843871;0.101735171778922;0;0;0;0;0.0381911016088745;;;;;0;0.0494995506054839;0.827998342473075;0.535922678231667;2014-06-16 14:11:40;1.36392102070474;(0.5,0.7];0.9;2.67;0.310111738753961;0.35;;1.63;lake;0.507974443235016;NL11_Naardermeer;M14;;0.649666666666667;0.649666666666667;;0.933333333333333;0.933333333333333;;;0.333333333333333;0.333333333333333;;;0.692;0.692;;;0.646666666666667;0.646666666666667;;;;;;;;;;;;0.565666666666667;0.565666666666667;;0.480833333333333;0.480833333333333;;;;;;;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M14;2016;32.5;18.6666666666667;3.66666666666667;77.5;;0.2;0.2;1;;;23.4722222222222;;;;;;;;;;11.3333333333333;0.541666666666667;1.86944444444444;1.175;8.46111111111111;10.6277777777778;5.77222222222222;25.3916666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3110-EAG-1;3110-EAG-1_F001.xlsx;;;M8;VEEN;Inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;159.95002;0;0;0;35.18902;-2.5;0.73;0.112142566759741;1.39749712254633;2013;6.5;;-1.75105570101867;263546.1591574;12.8395726755397;0.547316401962295;-983.372876537129;-2257.9001723542;887.17439797162;428.308421316884;0;0;0;1483.44564750911;343.180948665818;407;500;0;370.652699695889;7.51289896052063;697.590040667322;122.773506029043;366.185734934106;0;0;0;0;3241.27304889133;0;0;0;0;0;1.26469476630134;0.390100035369917;0.164238731286066;0.568359107471592;0;0.0526659593952729;0.00303171742888529;0.0504233649002797;0.243432992062231;0;0;0;2.52938953260268;0.585150053054876;0.171178395988294;0.639403995905541;0;0.0526659593952729;0.00315981816531706;;;;;1;0.126469476630134;2.44309031725308;4.2748041120745;2013-06-16 07:50:42;6.71789442932757;(0.3,0.5];0.4;13.845;0.176460116811345;;;;;;NL11_OvWa_3110-EAG-1_Nieuwe_K;M25;;0.444966588966589;0.444966588966589;;0.572810670810671;0.572810670810671;;;0.445761978761979;0.445761978761979;;;0;0;;;0.550310023310023;0.550310023310023;;;;;;;;;;;;0.383208495208495;0.383208495208495;;0.321192437192437;0.321192437192437;;;;;;;3110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M25;2014;23.6666666666667;0;;20;;0.3;0.366666666666667;0.944444444444444;;72.9130434782609;23.0775862068966;126.101265822785;;;;;;;6.9768115942029;2.34927536231884;16.5258620689655;0.32;1;0.85;4.8;7.26;6.66;14;84.1012658227848;;;280.869565217391;4.55696202531646;;;;;;;4.6746835443038;0.00218987341772152;0.472784810126582;0.00810126582278481;0.122151898734177;0.131518987341772;4.94050632911392;0.728607594936709;7.31518987341772;0.731944444444445;;;;;;;;26.2391304347826;11.5848101265823;;;;;0.8;0.382911392405063;47.6075949367089;43.6291139240506;
3110-EAG-2;3110-EAG-3_F002.xlsx;;;M8;VEEN;Inlaat Vecht;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;843.870091771201;0;51.8009697339477;0;54.5613574225004;-2.8;0.8;0.218677091241885;6.02502183689906;2011.77777777778;6.16666666666667;;-2.04146775348212;413865.490187543;27.0128241394185;-39.0062284939306;1101.77983657112;-14498.3702154231;1344.28853061814;327.368144535002;945.597728042893;0;0;10006.7348888703;1019.54738833764;940.660117319498;0;0;0;154.366730896093;1057.02727006207;163.684072267501;82.2555789441262;0;0;0;0;13396.5903788519;0;0;0.155978149269367;0;0;5.50210003650514;1.12117524545002;0.172404089956087;0;0;0;0.0282923186277683;0.0492762128408402;0.12;3.46618109487482;0;0;11.0042000730103;1.12117524545002;0.120682862969261;0;0;0;0.0198046230394378;;;;;1;0.550210003650514;6.97994983980838;15.9013201121847;2012-03-16 17:38:53;22.881269951993;(0.3,0.5];0.475;14.37;0.48573067778764;;;;;;NL11_OvWa_3110-EAG-2_Nieuwe_K;M25;;0.576722222222222;0.576722222222222;;0.645365079365079;0.645365079365079;;;0.594460317460317;0.594460317460317;;;0;0;;;0.739992063492063;0.739992063492063;;;;;;;;;;;;0.604325396825397;0.604325396825397;;0.631515873015873;0.631515873015873;;;;;;;3110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M25;2014.33333333333;69.1666666666667;7;0.833333333333333;18.6666666666667;;0.533333333333333;0.666666666666667;0.866666666666667;;43.56;15.5909090909091;99.92;;;;;;;7.624;2.512;11.5681818181818;0.133333333333333;0.366666666666667;0.475;1.11666666666667;1.45;4.36666666666667;3.58333333333333;62.2;;;188;2.208;;;;;;;2.364;0.00284;0.142;0.0082;0.1392;0.1508;9.016;0.1416;7.924;0.0259583333333333;;;;;;;;14.4;12.664;;;;;0.25;0.192;27.92;77.9523809523809;
3110-EAG-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL11_OvWa_3110-EAG-3_Nieuwe_K;M25;;0.3725;0.3725;;0.642030303030303;0.642030303030303;;;0.4;0.4;;;0;0;;;0.397715909090909;0.397715909090909;;;;;;;;;;;;0.422431818181818;0.422431818181818;;0.472136363636364;0.472136363636364;;;;;;;3110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M25;2014;17.0166666666667;0.0166666666666667;;33.3333333333333;;0.283333333333333;0.425;0.866666666666667;;33.96;43.2763157894737;33.52;;;;;;;12.398;4.364;23.1052631578947;2.1;7.00833333333333;15.4083333333333;18.7833333333333;38.1833333333333;6.79166666666667;79.25;33.08;;;128.88;2.68;;;;;;;2.822;0.00074;0.1375;0.0079;0.1426;0.1531;7.318;0.222;7.338;0.08096;;;;;;;;8.82;12.348;;;;;0.95;0.481;12.62;65.9791666666667;
3110-EAG-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL11_OvWa_3110-EAG-4_Nieuwe_K;M8;;0.35;0.402;;0.6;0.5;;1;0.201;0.51;;0.1125;;;;0.1125;0.4855;0.4855;;;;;;;;;;;;0.2535;0.256;;0.156;0.1095;0.132;0.098;;;;;3110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M8;2016.5;30;5;0;17.5;;0.475;0.575;0.833333333333333;;42.0975609756098;50.1607142857143;80.0243902439024;;;;;;;9.22926829268293;3.51951219512195;31.8035714285714;0.808333333333333;2.675;2.4625;8.59166666666667;6.30833333333333;6.975;19.5166666666667;51.0487804878049;;;115.365853658537;4.73170731707317;;;;;;;4.98536585365854;0.00480487804878049;1.37024390243902;0.00902439024390244;0.246707317073171;0.257926829268293;6.41707317073171;3.47048780487805;7.0609756097561;;;;;;;;;35.4146341463415;11.9414634146341;;;;;0.45;0.331707317073171;31.2758620689655;58.1219512195122;
3110-EAG-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL11_OvWa_3110-EAG-5_Nieuwe_K;M8;;0.31812;0.350795714285714;;0.492714047619048;0.517573809523809;;0.892597142857143;0.0850238095238095;0.162607142857143;;0.908473333333333;;;;0.794947619047619;0.391449761904762;0.391449761904762;;;;;;;;;;;;0.421109523809524;0.463097857142857;;0.523709761904762;0.57493380952381;0.574893571428571;0.574979761904762;;;;;3110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M8;2014;70;4.16666666666667;;10;;0.3;0.3;1;;91.4395604395604;14.25;397.369369369369;;;;;;;8.62307692307692;2.83846153846154;7.22115384615385;0.202777777777778;0.719444444444444;0.8;6.75555555555556;4.73888888888889;6.73333333333333;12.7833333333333;168.135135135135;;;208.351648351648;2.16036036036036;;;;;;;2.49369369369369;0.002;0.360855855855856;0.0144594594594595;0.317567567567568;0.330990990990991;7.46936936936937;0.277837837837838;7.49189189189189;0.16876;;;;;;;;82.5494505494506;11.7756756756757;;;;;0.96;0.554054054054054;11.3963963963964;67.1851851851852;
3200-EAG-1;3200-GAF_SBP4a_tm2017.xlsx;3200;NL11_3_6;M20;VEEN;Blijkpolder;Googstuw/afvoer SAP;overschot HAP;overschot PKH;inlaat peilbeheer;opmaling naar/inlaat van SAP;inlaat Blijkpolder;;;369.308624866596;0;20.8958193139544;0;254.814701994886;-16.5;14.78;0.018561966581313;0.10567835426715;2012.81012658228;6.27848101265823;;-1.73065574119412;37634460.559675;7.25703978822375;74.0856410399103;1051.87622554947;-5346.66810911226;6502.46274572268;0;392.493156960222;0;0;305.759543545493;3.22396883753429;1085.74428167814;2988.4993360277;0;0;7374.24163946606;5139.358162256;4331.84993391306;1057.60796840884;3651.70503528132;251.197329855731;0;0;4294.79188356279;0;0;0.0138627731641359;0;0;0.0719957383506773;0.000759132533318033;0.0468700863998782;0.175921913804311;0;0;0.434094358473126;0.0510367941474051;0;0.308061625869688;0;0;0.0719957383506773;0.000759132533318033;0.0560310578325816;0.234562551739081;0;0;0.144698119491042;;;;;0;0.00719957383506773;0.99;0.867145019963793;2013-04-01 04:40:15;1.61064902268924;(0.5,0.7];1.6;6.155;0.120796751052063;0.377;0.99;0.754311537;vollenweider;1.31245506854816;NL11_Spiegelplas;M20;;0.548718452380952;0.548718452380952;;0.446790178571429;0.446790178571429;;;0.0641369047619048;0.0641369047619048;;;0;0;;;;;;;;;;;;;;;;0.422124404761905;0.422124404761905;;0.295131398809524;0.295131398809524;;;;;0.927;0.927;3200;2013;132352;475216.5;;1.2095;27333.5;5850;1045;81;;20.45;0;0;-10;-10;;;;;0.7;0.92;185;;;;;;7400;;11.25;1700;8.15;;132352;132352;475216.512;475216.512;2.966;0.6641;0.45424;M20;2012.33333333333;36;34.3333333333333;;5.03333333333333;;1.28333333333333;1.35;0.916666666666667;;46.0268456375839;3.21255060728745;107.95593220339;0;1.91666666666667;3.83333333333333;5.75;7.66666666666667;;1.53691275167785;0.487919463087248;2.79757085020243;-24.0641304347826;-19.3480434782609;-24.959347826087;-24.824347826087;-25.3313043478261;-24.6565217391304;16.6189189189189;62.7150127226463;44.8571428571429;;108.805369127517;0.866440677966102;310.814285714286;80.1428571428571;32.0809523809524;14.3047619047619;6.89761904761905;;1.14294915254237;0.000610169491525424;0.0371186440677966;0.00533898305084746;0.271440677966102;0.273728813559322;9.67423728813559;0.0334915254237288;7.95063613231552;-3.95693650793651;0.985388888888889;432.354761904762;428.25;423.899761904762;423.709523809524;425.304761904762;;64.5570469798658;12.2139949109415;;0.457833333333333;1.19387755102041;0;28.8650793650794;2.3218085106383;3.34067796610169;15.6958041958042;0.673469387755102
3200-EAG-2;3200-EAG-2_F001.xlsx;;;M8;VEEN;;;;;inlaat peilbeheer;;;;;58.6541;0;0.2932705;0;4.105787;-2.1;0.38;0.018561966581313;0.323428405870115;2012.81012658228;6.27848101265823;;-1.72212956495223;15514.5551990349;19.3603428943466;1.15905895493922;-543.57616189801;0;104.773102966046;0;5.50859780412792;0;0;494.466544627481;21.9337911686034;0;0;0;0;166.54132690431;82.8096250559282;20.528935;147.46770047157;0;0;0;0;543.57616189801;0;0;0.0120750005387886;0;0;7.22589668622578;0.320529893566374;0;0;0;0;0.608438748421351;0.0510367941474051;0;0.268333345306414;0;0;7.22589668622578;0.320529893566374;0;0;0;0;0.202812916140451;;;;;1;0.722589668622578;8.16694032875229;8.06860963538642;2013-04-01 04:40:15;16.2355499641387;(0.3,0.5];0.325;14.07;0.580450627487725;;;;;;NL11_OvWa_3200-EAG-2_Spiegelp;M8;;0.376066666666667;0.406133333333333;;0.48;0.542666666666667;;0.702133333333333;0.1244;0.171733333333333;;0.96;;;;0.623933333333333;0.522;0.522;;;;;;;;;;;;0.4558;0.5208;;0.535133333333333;0.634933333333333;0.565466666666667;0.6696;;;;;3200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M1a;2012.33333333333;76.6666666666667;31.6666666666667;;28.3333333333333;;0.333333333333333;0.383333333333333;1;;82.3181818181818;11.5961538461538;102.363636363636;;;;;;;12.8545454545455;4.19545454545455;5.76923076923077;0.29;1.005;0.465;4.23;7.78;10;12.9166666666667;76.5769230769231;;;204.045454545455;2.58181818181818;;;;;;;2.83636363636364;5e-04;0.175;0.0143181818181818;0.241590909090909;0.257045454545455;7.17307692307692;0.222727272727273;7.40769230769231;;;;;;;;;74.7272727272727;11.8384615384615;;;;;0.4;0.298076923076923;16.0909090909091;-20.3846153846154;
